I1028 12:35:14.737182       1 flags.go:52] FLAG: --address=":8085"
I1028 14:54:39.487009       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:54:39.487052       1 static_autoscaler.go:320] No schedulable pods
I1028 14:54:39.487070       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:54:39.487081       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:54:39.487095       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:54:39.487144       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:54:39.487171       1 static_autoscaler.go:412] Starting scale down
I1028 14:54:39.487202       1 scale_down.go:706] No candidates for scale down
I1028 14:54:49.496354       1 static_autoscaler.go:147] Starting main loop
W1028 14:54:49.496501       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:54:49.497040       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:54:49.497058       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:54:49.497097       1 static_autoscaler.go:320] No schedulable pods
I1028 14:54:49.497111       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:54:49.497122       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:54:49.497135       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:54:49.497181       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:54:49.497207       1 static_autoscaler.go:412] Starting scale down
I1028 14:54:49.497238       1 scale_down.go:706] No candidates for scale down
I1028 14:54:59.506239       1 static_autoscaler.go:147] Starting main loop
W1028 14:54:59.506382       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:54:59.506907       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:54:59.506925       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:54:59.506963       1 static_autoscaler.go:320] No schedulable pods
I1028 14:54:59.506980       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:54:59.506992       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:54:59.507003       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:54:59.507048       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:54:59.507073       1 static_autoscaler.go:412] Starting scale down
I1028 14:54:59.507104       1 scale_down.go:706] No candidates for scale down
I1028 14:55:05.568673       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:329: Watch close - *v1.ReplicationController total 0 items received
I1028 14:55:09.516573       1 static_autoscaler.go:147] Starting main loop
W1028 14:55:09.516709       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:55:09.517274       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:55:09.517292       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:55:09.517336       1 static_autoscaler.go:320] No schedulable pods
I1028 14:55:09.517350       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:55:09.517361       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:55:09.517373       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:55:09.517423       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:55:09.517450       1 static_autoscaler.go:412] Starting scale down
I1028 14:55:09.517484       1 scale_down.go:706] No candidates for scale down
I1028 14:55:19.526916       1 static_autoscaler.go:147] Starting main loop
W1028 14:55:19.527055       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:55:19.527552       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:55:19.527576       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:55:19.527617       1 static_autoscaler.go:320] No schedulable pods
I1028 14:55:19.527632       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:55:19.527644       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:55:19.527657       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:55:19.527708       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:55:19.527735       1 static_autoscaler.go:412] Starting scale down
I1028 14:55:19.527771       1 scale_down.go:706] No candidates for scale down
I1028 14:55:19.560974       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:280: Watch close - *v1.Node total 8 items received
I1028 14:55:29.536887       1 static_autoscaler.go:147] Starting main loop
I1028 14:55:29.536932       1 auto_scaling_groups.go:354] Regenerating instance to ASG map for ASGs: [eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J]
I1028 14:55:29.672340       1 aws_manager.go:263] Refreshed ASG list, next refresh after 2020-10-28 14:56:29.672332624 +0000 UTC m=+8475.063516315
W1028 14:55:29.672577       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:55:29.673332       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:55:29.673393       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:55:29.673467       1 static_autoscaler.go:320] No schedulable pods
I1028 14:55:29.673499       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:55:29.674138       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:55:29.674195       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:55:29.674285       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:55:29.674332       1 static_autoscaler.go:412] Starting scale down
I1028 14:55:29.674377       1 scale_down.go:706] No candidates for scale down
I1028 14:55:39.682904       1 static_autoscaler.go:147] Starting main loop
W1028 14:55:39.683043       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:55:39.683531       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:55:39.683550       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:55:39.683594       1 static_autoscaler.go:320] No schedulable pods
I1028 14:55:39.683609       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:55:39.683619       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:55:39.683630       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:55:39.683678       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:55:39.683703       1 static_autoscaler.go:412] Starting scale down
I1028 14:55:39.683737       1 scale_down.go:706] No candidates for scale down
I1028 14:55:44.862410       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:359: Watch close - *v1.StatefulSet total 0 items received
I1028 14:55:49.693948       1 static_autoscaler.go:147] Starting main loop
W1028 14:55:49.694120       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:55:49.694712       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:55:49.694772       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:55:49.694813       1 static_autoscaler.go:320] No schedulable pods
I1028 14:55:49.694839       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:55:49.694850       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:55:49.694862       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:55:49.694925       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:55:49.694951       1 static_autoscaler.go:412] Starting scale down
I1028 14:55:49.694981       1 scale_down.go:706] No candidates for scale down
I1028 14:55:59.704073       1 static_autoscaler.go:147] Starting main loop
W1028 14:55:59.704231       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:55:59.704723       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:55:59.704741       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:55:59.704784       1 static_autoscaler.go:320] No schedulable pods
I1028 14:55:59.704799       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:55:59.704809       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:55:59.704821       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:55:59.704872       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:55:59.704896       1 static_autoscaler.go:412] Starting scale down
I1028 14:55:59.704931       1 scale_down.go:706] No candidates for scale down
I1028 14:56:09.068858       1 reflector.go:370] k8s.io/client-go/informers/factory.go:132: Watch close - *v1.StatefulSet total 0 items received
I1028 14:56:09.714249       1 static_autoscaler.go:147] Starting main loop
W1028 14:56:09.714383       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:56:09.714970       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:56:09.714989       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:56:09.715032       1 static_autoscaler.go:320] No schedulable pods
I1028 14:56:09.715047       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:56:09.715058       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:56:09.715071       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:56:09.715123       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:56:09.715153       1 static_autoscaler.go:412] Starting scale down
I1028 14:56:09.715186       1 scale_down.go:706] No candidates for scale down
I1028 14:56:19.723497       1 static_autoscaler.go:147] Starting main loop
W1028 14:56:19.723650       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:56:19.724166       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:56:19.724187       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:56:19.724229       1 static_autoscaler.go:320] No schedulable pods
I1028 14:56:19.724245       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:56:19.724259       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:56:19.724272       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:56:19.724321       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:56:19.724346       1 static_autoscaler.go:412] Starting scale down
I1028 14:56:19.724378       1 scale_down.go:706] No candidates for scale down
I1028 14:56:29.733580       1 static_autoscaler.go:147] Starting main loop
I1028 14:56:29.733621       1 auto_scaling_groups.go:354] Regenerating instance to ASG map for ASGs: [eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J]
I1028 14:56:29.893624       1 aws_manager.go:263] Refreshed ASG list, next refresh after 2020-10-28 14:57:29.893613211 +0000 UTC m=+8535.284796949
W1028 14:56:29.893741       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:56:29.894251       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:56:29.894272       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:56:29.894313       1 static_autoscaler.go:320] No schedulable pods
I1028 14:56:29.894334       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:56:29.894346       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:56:29.894365       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:56:29.894422       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:56:29.894449       1 static_autoscaler.go:412] Starting scale down
I1028 14:56:29.894487       1 scale_down.go:706] No candidates for scale down
I1028 14:56:32.661526       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:319: Watch close - *v1.DaemonSet total 0 items received
I1028 14:56:39.903377       1 static_autoscaler.go:147] Starting main loop
W1028 14:56:39.903519       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:56:39.904018       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:56:39.904037       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:56:39.904082       1 static_autoscaler.go:320] No schedulable pods
I1028 14:56:39.904095       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:56:39.904106       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:56:39.904119       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:56:39.904166       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:56:39.904193       1 static_autoscaler.go:412] Starting scale down
I1028 14:56:39.904227       1 scale_down.go:706] No candidates for scale down
I1028 14:56:46.968652       1 reflector.go:370] k8s.io/client-go/informers/factory.go:132: Watch close - *v1.PersistentVolume total 0 items received
I1028 14:56:49.913125       1 static_autoscaler.go:147] Starting main loop
W1028 14:56:49.913265       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:56:49.913640       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:56:49.913653       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:56:49.913686       1 static_autoscaler.go:320] No schedulable pods
I1028 14:56:49.913696       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:56:49.913704       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:56:49.913712       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:56:49.913750       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:56:49.913768       1 static_autoscaler.go:412] Starting scale down
I1028 14:56:49.913791       1 scale_down.go:706] No candidates for scale down
I1028 14:56:59.922784       1 static_autoscaler.go:147] Starting main loop
W1028 14:56:59.922938       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:56:59.923495       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:56:59.923511       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:56:59.923553       1 static_autoscaler.go:320] No schedulable pods
I1028 14:56:59.923570       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:56:59.923582       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:56:59.923594       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:56:59.923643       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:56:59.923668       1 static_autoscaler.go:412] Starting scale down
I1028 14:56:59.923699       1 scale_down.go:706] No candidates for scale down
I1028 14:57:09.932994       1 static_autoscaler.go:147] Starting main loop
W1028 14:57:09.933127       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:57:09.933676       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:57:09.933696       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:57:09.933740       1 static_autoscaler.go:320] No schedulable pods
I1028 14:57:09.933753       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:57:09.933764       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:57:09.933777       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:57:09.933824       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:57:09.933849       1 static_autoscaler.go:412] Starting scale down
I1028 14:57:09.933885       1 scale_down.go:706] No candidates for scale down
I1028 14:57:19.943437       1 static_autoscaler.go:147] Starting main loop
W1028 14:57:19.943588       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:57:19.944090       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:57:19.944109       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:57:19.944151       1 static_autoscaler.go:320] No schedulable pods
I1028 14:57:19.944167       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:57:19.944178       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:57:19.944190       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:57:19.944236       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:57:19.944263       1 static_autoscaler.go:412] Starting scale down
I1028 14:57:19.944297       1 scale_down.go:706] No candidates for scale down
I1028 14:57:29.956860       1 static_autoscaler.go:147] Starting main loop
I1028 14:57:29.956919       1 auto_scaling_groups.go:354] Regenerating instance to ASG map for ASGs: [eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J]
I1028 14:57:30.132116       1 aws_manager.go:263] Refreshed ASG list, next refresh after 2020-10-28 14:58:30.132111888 +0000 UTC m=+8595.523295591
W1028 14:57:30.132248       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:57:30.132769       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:57:30.132789       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:57:30.132832       1 static_autoscaler.go:320] No schedulable pods
I1028 14:57:30.132848       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:57:30.132859       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:57:30.132872       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:57:30.132925       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:57:30.132950       1 static_autoscaler.go:412] Starting scale down
I1028 14:57:30.132986       1 scale_down.go:706] No candidates for scale down
I1028 14:57:33.967875       1 reflector.go:370] k8s.io/client-go/informers/factory.go:132: Watch close - *v1.ReplicaSet total 0 items received
I1028 14:57:39.659617       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:307: Watch close - *v1beta1.PodDisruptionBudget total 0 items received
I1028 14:57:40.144324       1 static_autoscaler.go:147] Starting main loop
W1028 14:57:40.144802       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:57:40.145388       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:57:40.145405       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:57:40.145448       1 static_autoscaler.go:320] No schedulable pods
I1028 14:57:40.145462       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:57:40.145473       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:57:40.145485       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:57:40.145531       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:57:40.145570       1 static_autoscaler.go:412] Starting scale down
I1028 14:57:40.145620       1 scale_down.go:706] No candidates for scale down
I1028 14:57:50.154462       1 static_autoscaler.go:147] Starting main loop
W1028 14:57:50.154614       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:57:50.155117       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:57:50.155133       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:57:50.155172       1 static_autoscaler.go:320] No schedulable pods
I1028 14:57:50.155185       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:57:50.155195       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:57:50.155207       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
